clock_timestamp,simulated_timestamp,container_id,shipment_id,commodity,origin,destination,latitude,longitude,temperature,humidity,vibration,pressure,battery_level,door_status,light_detected,gps_speed,spoilage_index,sensor_status,alert_level
2026-07-21 18:51:42,2026-07-21 19:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.38915,78.48345,11.71,79.68,0.22,1022.69,99.98,Closed,False,49.68,0.21,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 19:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.39394,78.48201,11.86,79.92,0.22,1022.89,99.97,Closed,False,49.0,0.22,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.39646,78.48035,11.78,80.2,0.2,1011.04,99.96,Closed,False,47.47,0.21,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.39806,78.47696,11.9,80.38,0.19,1024.7,99.95,Closed,False,48.46,0.22,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.39933,78.47715,11.81,80.87,0.22,1018.73,99.94,Closed,False,48.32,0.21,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.4009,78.47445,11.78,80.29,0.22,1014.59,99.93,Closed,False,48.05,0.21,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.40428,78.47065,11.86,80.01,0.22,996.84,99.92,Closed,False,49.45,0.22,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.40715,78.4669,11.8,80.05,0.19,1001.33,99.91,Closed,False,48.68,0.21,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.40826,78.46335,11.73,80.2,0.19,1024.81,99.9,Closed,False,44.16,0.21,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.41109,78.45992,11.91,80.0,0.22,1014.39,99.89,Closed,False,48.94,0.23,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 00:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.41294,78.45539,11.95,80.37,0.23,1014.24,99.88,Closed,False,49.94,0.23,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 00:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.41555,78.45416,12.07,80.02,0.21,997.16,99.87,Closed,False,45.76,0.24,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 01:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.41786,78.45332,12.03,80.5,0.24,1000.92,99.86,Closed,False,44.88,0.24,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 01:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.42177,78.45293,12.11,79.96,0.22,999.88,99.85,Closed,False,44.47,0.24,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 02:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.42546,78.45379,12.08,79.56,0.23,1015.09,99.84,Closed,False,44.4,0.24,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 02:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.43045,78.45098,12.02,79.48,0.22,1022.42,99.83,Closed,False,46.93,0.24,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 03:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.43437,78.44845,12.14,79.64,0.22,1010.36,99.82,Closed,False,47.23,0.25,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 03:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.43707,78.4465,12.13,79.27,0.2,997.49,99.81,Closed,False,44.27,0.24,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 04:21:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.43809,78.44302,12.32,79.84,0.22,1023.67,99.8,Closed,False,46.39,0.26,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 04:51:42,CNT002,SHP1002,Mangoes,Hyderabad,Chennai,17.44142,78.44348,12.42,79.5,0.21,1000.31,99.79,Closed,False,49.52,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 18:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.38889,78.48707,17.29,83.58,0.18,1017.28,99.99,Closed,False,52.59,0.28,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 19:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.39303,78.48454,17.41,84.08,0.17,1017.3,99.98,Closed,False,54.54,0.28,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 19:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.3968,78.48407,17.35,84.07,0.16,1003.54,99.97,Closed,False,54.89,0.28,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.40176,78.48505,17.35,84.62,0.17,1000.45,99.96,Closed,False,54.35,0.28,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.40517,78.48405,17.3,85.08,0.16,1023.5,99.95,Closed,False,54.32,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.4075,78.48181,17.29,84.64,0.17,1010.8,99.94,Closed,False,57.21,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.41172,78.47753,17.31,84.69,0.14,1016.06,99.93,Closed,False,53.42,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.41558,78.47457,17.27,84.67,0.17,1003.74,99.92,Closed,False,55.6,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.41705,78.47148,17.22,84.62,0.19,999.17,99.91,Closed,False,57.22,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.41923,78.46919,17.38,84.22,0.2,996.36,99.9,Closed,False,53.63,0.28,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.42362,78.46955,17.42,83.83,0.23,1004.55,99.89,Closed,False,52.94,0.29,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 00:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.42512,78.46575,17.62,84.38,0.23,1006.64,99.88,Closed,False,54.07,0.31,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 00:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.42736,78.4634,17.55,84.48,0.22,999.61,99.87,Closed,False,56.22,0.3,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 01:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.4313,78.45962,17.47,84.25,0.2,1006.89,99.86,Closed,False,57.58,0.29,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 01:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.43349,78.45975,17.41,84.75,0.19,1009.46,99.85,Closed,False,57.72,0.28,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 02:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.43459,78.45771,17.32,84.83,0.19,1007.39,99.84,Closed,False,54.61,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 02:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.43569,78.45279,17.42,84.29,0.21,995.14,99.83,Closed,False,56.02,0.29,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 03:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.43791,78.45341,17.58,84.33,0.2,1021.84,99.82,Closed,False,55.77,0.3,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 03:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.43966,78.45033,17.69,84.08,0.2,1013.95,99.81,Closed,False,56.04,0.31,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 04:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.44177,78.45062,17.76,84.21,0.18,1018.8,99.8,Closed,False,55.24,0.31,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 04:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.44575,78.44943,17.75,84.4,0.19,1020.53,99.79,Closed,False,56.34,0.31,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 05:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.45016,78.44495,17.89,85.0,0.19,1017.19,99.78,Closed,False,53.59,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 05:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.45392,78.44327,18.05,84.98,0.18,1000.9,99.77,Closed,False,53.0,0.33,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 06:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.45506,78.43979,18.05,84.41,0.15,1018.18,99.76,Closed,False,54.06,0.33,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 06:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.45945,78.43653,18.02,84.24,0.13,1023.43,99.75,Closed,False,56.02,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 07:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.46394,78.43574,18.21,84.63,0.16,1010.46,99.74,Closed,False,53.61,0.34,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 07:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.46556,78.43214,18.15,84.59,0.13,1004.9,99.73,Closed,False,56.01,0.33,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 08:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.46662,78.43013,18.35,84.89,0.13,1013.61,99.72,Closed,False,56.16,0.35,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 08:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.46928,78.43026,18.36,84.69,0.13,1011.79,99.71,Closed,False,52.08,0.35,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 09:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.47137,78.42806,18.27,84.8,0.12,1013.19,99.7,Closed,False,57.62,0.34,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 09:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.4746,78.42483,18.19,85.08,0.12,996.77,99.69,Closed,False,55.13,0.33,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 10:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.47673,78.42186,18.09,85.63,0.09,1000.09,99.68,Closed,False,55.01,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 10:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.47994,78.41969,18.11,86.15,0.08,1023.45,99.67,Closed,False,55.95,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 11:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.48472,78.41847,18.05,86.6,0.09,1013.02,99.66,Closed,False,56.82,0.31,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 11:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.48917,78.41851,18.12,86.33,0.07,1005.24,99.65,Closed,False,53.47,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 12:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.49098,78.4142,18.17,86.9,0.09,995.72,99.64,Closed,False,53.42,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 12:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.49422,78.41386,18.22,86.87,0.09,999.56,99.63,Closed,False,56.73,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 13:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.49704,78.41362,18.2,86.92,0.09,995.31,99.62,Closed,False,57.54,0.32,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 13:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.50191,78.40993,18.28,87.05,0.12,1011.86,99.61,Closed,False,56.98,0.33,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 14:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.50501,78.40737,18.18,86.7,0.13,1003.19,99.6,Closed,False,53.57,0.33,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 14:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.50823,78.40695,18.37,86.36,0.12,1007.94,99.59,Closed,False,57.15,0.34,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 15:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.51266,78.4042,18.38,86.74,0.14,1020.44,99.58,Closed,False,54.81,0.34,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 15:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.51378,78.39924,18.37,86.51,0.17,1018.26,99.57,Closed,False,55.6,0.35,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 16:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.51824,78.39553,18.33,86.76,0.2,1019.35,99.56,Closed,False,57.02,0.35,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 16:51:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.51924,78.39245,18.25,86.47,0.21,996.73,99.55,Closed,False,54.13,0.35,Healthy,Warning
2026-07-21 18:51:42,2026-07-22 17:21:42,CNT003,SHP1003,Tomatoes,Hyderabad,Delhi,17.52275,78.39207,18.18,86.0,0.21,1004.86,99.54,Closed,False,53.13,0.34,Healthy,Warning
2026-07-21 18:51:42,2026-07-21 18:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.38727,78.48655,3.17,87.11,0.2,1012.96,99.99,Closed,False,49.89,0.27,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 19:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.39124,78.48631,3.35,86.71,0.18,1013.35,99.98,Closed,False,48.01,0.25,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 19:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.39389,78.4819,3.36,86.49,0.19,1004.37,99.97,Closed,False,44.68,0.25,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.3965,78.47967,3.52,86.51,0.2,996.05,99.96,Closed,False,49.95,0.24,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.39793,78.47712,3.68,86.76,0.22,998.71,99.95,Closed,False,45.01,0.23,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.40046,78.47737,3.86,87.36,0.22,1001.31,99.94,Open,True,48.95,0.21,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.40273,78.47546,3.98,87.63,0.22,1020.02,99.93,Closed,False,45.48,0.2,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.40447,78.47118,4.17,87.41,0.2,1015.35,99.92,Closed,False,45.55,0.19,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.40851,78.46865,4.36,87.89,0.2,1007.51,99.91,Closed,False,47.26,0.17,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.40963,78.4683,4.55,87.64,0.18,1011.47,99.9,Closed,False,45.78,0.15,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.41289,78.46769,4.72,87.21,0.17,1002.0,99.89,Closed,False,48.39,0.14,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 00:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.41509,78.46427,4.6,87.07,0.17,1003.91,99.88,Closed,False,46.72,0.15,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 00:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.41671,78.46485,4.62,86.57,0.19,1010.7,99.87,Closed,False,46.5,0.15,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 01:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.42094,78.46275,4.59,86.38,0.19,997.07,99.86,Closed,False,49.78,0.16,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 01:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.42453,78.46089,4.57,86.65,0.22,1021.32,99.85,Closed,False,45.83,0.16,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 02:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.42855,78.45869,4.68,87.23,0.21,1022.06,99.84,Closed,False,48.89,0.15,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 02:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.43014,78.45384,4.62,87.66,0.19,1011.55,99.83,Closed,False,46.01,0.15,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 03:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.43409,78.45142,4.5,87.69,0.19,1004.68,99.82,Closed,False,49.35,0.16,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 03:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.43737,78.44992,4.41,87.2,0.18,1014.21,99.81,Closed,False,46.77,0.17,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 04:21:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.43837,78.44618,4.27,87.55,0.18,1006.29,99.8,Closed,False,49.51,0.18,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 04:51:42,CNT004,SHP1004,Oranges,Hyderabad,Vizag,17.44056,78.44577,4.44,87.67,0.17,1016.02,99.79,Closed,False,45.36,0.16,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 18:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.38718,78.48413,13.33,82.05,0.19,1023.26,99.99,Closed,False,55.38,0.11,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 19:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.39142,78.48313,13.43,81.79,0.21,996.04,99.98,Closed,False,50.98,0.11,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 19:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.39396,78.48193,13.34,81.51,0.23,1005.36,99.97,Closed,False,53.42,0.12,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.3975,78.47955,13.31,81.57,0.25,1012.33,99.96,Closed,False,53.92,0.13,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 20:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.40203,78.47636,13.22,81.26,0.28,1016.61,99.95,Closed,False,54.14,0.14,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.4052,78.47669,13.34,81.25,0.26,996.02,99.94,Closed,False,50.16,0.13,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 21:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.40753,78.47725,13.26,81.57,0.29,999.07,99.93,Closed,False,51.11,0.14,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.4113,78.47595,13.36,81.5,0.26,1008.88,99.92,Closed,False,54.47,0.12,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 22:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.41534,78.47276,13.23,82.04,0.26,1012.23,99.91,Closed,False,51.53,0.13,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.41833,78.46972,13.2,81.54,0.23,1015.1,99.9,Closed,False,51.58,0.13,Healthy,Normal
2026-07-21 18:51:42,2026-07-21 23:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.41958,78.46958,13.19,81.14,0.24,996.08,99.89,Closed,False,51.66,0.14,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 00:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.42268,78.46785,13.07,80.77,0.27,1016.08,99.88,Closed,False,50.99,0.15,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 00:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.42441,78.46315,13.27,80.97,0.26,1001.4,99.87,Closed,False,52.98,0.13,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 01:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.42636,78.46147,13.17,81.37,0.28,1001.11,99.86,Closed,False,51.91,0.14,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 01:51:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.42886,78.45699,13.24,81.38,0.26,1022.21,99.85,Closed,False,53.46,0.13,Healthy,Normal
2026-07-21 18:51:42,2026-07-22 02:21:42,CNT005,SHP1005,Bananas,Hyderabad,Pune,17.42999,78.45761,13.1,80.88,0.24,1004.7,99.84,Closed,False,54.08,0.14,Healthy,Normal
