timestamp,container_id,shipment_id,commodity,origin,destination,latitude,longitude,temperature,humidity,vibration,pressure,battery_level,door_status,light_detected,gps_speed,spoilage_index,sensor_status,alert_level
15-07-2026 17:12:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.46,78.3367,6.43,90.94,0.28,1003.37,99.85,Closed,FALSE,54.89,0.15,Healthy,Normal
15-07-2026 17:13:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.465,78.3267,6.37,90.34,0.31,1022.94,99.84,Closed,FALSE,49.94,0.15,Healthy,Normal
15-07-2026 17:13:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.47,78.3167,6.32,90.35,0.32,1022.57,99.83,Closed,FALSE,50.21,0.15,Healthy,Normal
15-07-2026 17:13:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.475,78.3067,6.39,90.93,0.32,1009.51,99.82,Closed,FALSE,53.17,0.16,Healthy,Normal
15-07-2026 17:13:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.48,78.2967,6.52,90.51,0.35,1019.37,99.81,Closed,FALSE,54.91,0.17,Healthy,Normal
15-07-2026 17:13:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.485,78.2867,6.51,90.4,0.36,1009,99.8,Open,TRUE,53.64,0.17,Healthy,Normal
15-07-2026 17:13:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.49,78.2767,6.49,90.65,0.34,1021.17,99.79,Closed,FALSE,54.95,0.17,Healthy,Normal
15-07-2026 17:13:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.495,78.2667,6.65,90.22,0.31,1007.45,99.78,Closed,FALSE,50.69,0.18,Healthy,Normal
15-07-2026 17:13:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.5,78.2567,6.62,90.01,0.34,1007.39,99.77,Closed,FALSE,52.68,0.18,Healthy,Normal
15-07-2026 17:13:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.505,78.2467,6.58,90.59,0.37,1002.03,99.76,Closed,FALSE,51.61,0.18,Healthy,Normal
15-07-2026 17:13:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.51,78.2367,6.47,90.83,0.34,1017.31,99.75,Closed,FALSE,53.25,0.17,Healthy,Normal
15-07-2026 17:13:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.515,78.2267,6.63,90.69,0.31,1019.95,99.74,Closed,FALSE,49.02,0.17,Healthy,Normal
15-07-2026 17:13:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.52,78.2167,6.72,91.21,0.34,1002.89,99.73,Closed,FALSE,51.32,0.18,Healthy,Normal
15-07-2026 17:14:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.525,78.2067,6.71,91.64,0.35,1011.24,99.72,Closed,FALSE,50.74,0.18,Healthy,Normal
15-07-2026 17:14:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.53,78.1967,6.7,91.91,0.36,1006.55,99.71,Closed,FALSE,53.22,0.18,Healthy,Normal
15-07-2026 17:14:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.535,78.1867,6.79,91.43,0.39,998.43,99.7,Closed,FALSE,50.97,0.2,Healthy,Normal
15-07-2026 17:14:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.54,78.1767,6.69,91.84,0.4,1024.27,99.69,Closed,FALSE,52.27,0.19,Healthy,Normal
15-07-2026 17:14:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.545,78.1667,6.79,92.07,0.38,1024.45,99.68,Closed,FALSE,51.29,0.19,Healthy,Normal
15-07-2026 17:14:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.55,78.1567,6.99,92.54,0.38,1010.03,99.67,Closed,FALSE,54.69,0.21,Healthy,Normal
15-07-2026 17:14:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.555,78.1467,6.92,92.01,0.35,996.81,99.66,Open,TRUE,54.83,0.2,Healthy,Normal
15-07-2026 17:14:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.56,78.1367,7.08,91.46,0.35,1015.54,99.65,Closed,FALSE,54.33,0.21,Healthy,Normal
15-07-2026 17:14:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.565,78.1267,7.14,91.54,0.36,1013.36,99.64,Closed,FALSE,49.59,0.22,Healthy,Normal
15-07-2026 17:14:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.57,78.1167,7.08,91.47,0.36,1006.56,99.63,Closed,FALSE,50.25,0.21,Healthy,Normal
15-07-2026 17:14:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.575,78.1067,7.19,91.57,0.33,1016.2,99.62,Closed,FALSE,53.88,0.22,Healthy,Normal
15-07-2026 17:14:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.58,78.0967,7.28,91.91,0.3,1017.99,99.61,Closed,FALSE,50.26,0.22,Healthy,Normal
15-07-2026 17:15:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.585,78.0867,7.3,92,0.29,1009.49,99.6,Closed,FALSE,50.55,0.22,Healthy,Normal
15-07-2026 17:15:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.59,78.0767,7.49,92.57,0.29,1003.71,99.59,Closed,FALSE,50.98,0.23,Healthy,Normal
15-07-2026 17:15:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.595,78.0667,7.66,92.62,0.31,1019.67,99.58,Closed,FALSE,54.23,0.25,Healthy,Normal
15-07-2026 17:15:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.6,78.0567,7.73,92.08,0.3,1007.74,99.57,Closed,FALSE,51.79,0.25,Healthy,Normal
15-07-2026 17:15:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.605,78.0467,7.79,91.69,0.31,1019.76,99.56,Closed,FALSE,53.42,0.26,Healthy,Normal
15-07-2026 17:15:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.61,78.0367,7.73,92.12,0.32,1012.56,99.55,Closed,FALSE,53.55,0.26,Healthy,Normal
15-07-2026 17:15:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.615,78.0267,7.81,92.54,0.3,1004.69,99.54,Closed,FALSE,52.35,0.26,Healthy,Normal
15-07-2026 17:15:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.62,78.0167,7.71,92.1,0.27,1002.15,99.53,Closed,FALSE,49.67,0.25,Healthy,Normal
15-07-2026 17:15:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.625,78.0067,7.87,92.59,0.25,1012.14,99.52,Closed,FALSE,54.11,0.26,Healthy,Normal
15-07-2026 17:15:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.63,77.9967,7.99,92.86,0.25,1022.88,99.51,Closed,FALSE,49.95,0.27,Healthy,Normal
15-07-2026 17:15:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.635,77.9867,7.98,92.52,0.24,1001.81,99.5,Closed,FALSE,49.88,0.26,Healthy,Normal
15-07-2026 17:15:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.64,77.9767,7.97,92.68,0.23,1012.46,99.49,Closed,FALSE,51.5,0.26,Healthy,Normal
15-07-2026 17:16:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.645,77.9667,8.05,92.26,0.23,1007.77,99.48,Closed,FALSE,50.09,0.27,Healthy,Normal
15-07-2026 17:16:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.65,77.9567,8.15,92.37,0.24,1024.77,99.47,Closed,FALSE,54.5,0.28,Healthy,Normal
15-07-2026 17:16:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.655,77.9467,8.23,92.19,0.24,1011.25,99.46,Closed,FALSE,53.93,0.29,Healthy,Normal
15-07-2026 17:16:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.66,77.9367,8.37,92.43,0.22,1007.7,99.45,Open,TRUE,50.8,0.29,Healthy,Normal
15-07-2026 17:16:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.665,77.9267,8.51,92.09,0.2,1007.15,99.44,Closed,FALSE,53.51,0.3,Healthy,Warning
15-07-2026 17:16:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.67,77.9167,8.69,92.08,0.22,1009.02,99.43,Closed,FALSE,53.04,0.32,Healthy,Warning
15-07-2026 17:16:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.675,77.9067,8.57,92.19,0.21,1005.68,99.42,Closed,FALSE,51.6,0.31,Healthy,Warning
15-07-2026 17:16:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.68,77.8967,8.59,92.03,0.21,1002.17,99.41,Closed,FALSE,49.7,0.31,Healthy,Warning
15-07-2026 17:16:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.685,77.8867,8.51,92.54,0.23,1018.84,99.4,Closed,FALSE,50.01,0.31,Healthy,Warning
15-07-2026 17:16:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.69,77.8767,8.45,92.91,0.23,1024.86,99.39,Closed,FALSE,54.75,0.3,Healthy,Warning
15-07-2026 17:16:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.695,77.8667,8.35,92.78,0.25,1013.09,99.38,Closed,FALSE,49.09,0.29,Healthy,Normal
15-07-2026 17:16:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.7,77.8567,8.45,92.28,0.27,1000.36,99.37,Closed,FALSE,52.36,0.31,Healthy,Warning
15-07-2026 17:17:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.705,77.8467,8.48,92.08,0.27,1016.4,99.36,Closed,FALSE,51.75,0.31,Healthy,Warning
15-07-2026 17:17:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.71,77.8367,8.67,91.67,0.29,1020.87,99.35,Closed,FALSE,52.45,0.33,Healthy,Warning
15-07-2026 17:17:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.715,77.8267,8.78,91.82,0.26,1010.5,99.34,Open,TRUE,53.7,0.33,Healthy,Warning
15-07-2026 17:17:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.72,77.8167,8.94,91.75,0.25,1020.23,99.33,Closed,FALSE,52.01,0.35,Healthy,Warning
15-07-2026 17:17:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.725,77.8067,9.05,91.31,0.27,1020.58,99.32,Closed,FALSE,49.45,0.36,Healthy,Warning
15-07-2026 17:17:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.73,77.7967,8.97,90.86,0.29,1010.39,99.31,Closed,FALSE,49.29,0.36,Healthy,Warning
15-07-2026 17:17:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.735,77.7867,8.94,90.67,0.31,1008.78,99.3,Open,TRUE,54.15,0.36,Healthy,Warning
15-07-2026 17:17:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.74,77.7767,8.95,90.13,0.32,1008.42,99.29,Closed,FALSE,51.97,0.36,Healthy,Warning
15-07-2026 17:17:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.745,77.7667,8.95,89.69,0.31,1005.38,99.28,Closed,FALSE,53.64,0.36,Healthy,Warning
15-07-2026 17:17:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.75,77.7567,8.94,90.13,0.28,1003.99,99.27,Closed,FALSE,53.73,0.36,Healthy,Warning
15-07-2026 17:17:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.755,77.7467,8.94,89.55,0.28,1015.12,99.26,Open,TRUE,50.34,0.36,Healthy,Warning
15-07-2026 17:17:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.76,77.7367,8.79,89.28,0.25,1003.82,99.25,Closed,FALSE,51.2,0.34,Healthy,Warning
15-07-2026 17:18:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.765,77.7267,8.9,88.7,0.28,1017.76,99.24,Closed,FALSE,50.93,0.36,Healthy,Warning
15-07-2026 17:18:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.77,77.7167,8.78,89.04,0.3,1010.37,99.23,Closed,FALSE,50.27,0.35,Healthy,Warning
15-07-2026 17:18:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.775,77.7067,8.85,88.68,0.3,1009.87,99.22,Closed,FALSE,49.96,0.36,Healthy,Warning
15-07-2026 17:18:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.78,77.6967,8.82,88.2,0.32,1022.17,99.21,Closed,FALSE,50.41,0.36,Healthy,Warning
15-07-2026 17:18:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.785,77.6867,8.97,88.1,0.31,1011.81,99.2,Closed,FALSE,52.13,0.37,Healthy,Warning
15-07-2026 17:18:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.79,77.6767,8.94,88.51,0.31,999.6,99.19,Closed,FALSE,52.75,0.37,Healthy,Warning
15-07-2026 17:18:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.795,77.6667,9.07,88.33,0.28,997.79,99.18,Closed,FALSE,50.39,0.37,Healthy,Warning
15-07-2026 17:18:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.8,77.6567,9.1,88.15,0.31,995.08,99.17,Closed,FALSE,53.13,0.38,Healthy,Warning
15-07-2026 17:18:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.805,77.6467,9.06,88.5,0.3,999.34,99.16,Closed,FALSE,51.08,0.38,Healthy,Warning
15-07-2026 17:18:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.81,77.6367,9.14,88.69,0.3,1003.08,99.15,Closed,FALSE,52.33,0.38,Healthy,Warning
15-07-2026 17:18:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.815,77.6267,9.01,88.38,0.27,1004.14,99.14,Closed,FALSE,49.36,0.37,Healthy,Warning
15-07-2026 17:18:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.82,77.6167,9.05,87.95,0.28,1010.86,99.13,Closed,FALSE,51.61,0.37,Healthy,Warning
15-07-2026 17:19:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.825,77.6067,9.09,87.6,0.28,1024.21,99.12,Closed,FALSE,50.97,0.38,Healthy,Warning
15-07-2026 17:19:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.83,77.5967,9.04,88.11,0.28,1001.78,99.11,Closed,FALSE,49.38,0.37,Healthy,Warning
15-07-2026 17:19:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.835,77.5867,8.94,87.82,0.27,1007.66,99.1,Closed,FALSE,51.53,0.36,Healthy,Warning
15-07-2026 17:19:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.84,77.5767,9.06,87.89,0.26,1003.97,99.09,Closed,FALSE,51.78,0.37,Healthy,Warning
15-07-2026 17:19:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.845,77.5667,9.08,87.49,0.24,1016.17,99.08,Closed,FALSE,52.81,0.37,Healthy,Warning
15-07-2026 17:19:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.85,77.5567,9.07,87.78,0.22,1007.36,99.07,Closed,FALSE,51.93,0.37,Healthy,Warning
15-07-2026 17:19:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.855,77.5467,9.01,87.49,0.22,1015.59,99.06,Closed,FALSE,50.9,0.36,Healthy,Warning
15-07-2026 17:19:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.86,77.5367,9.03,86.96,0.22,1014,99.05,Closed,FALSE,54.74,0.37,Healthy,Warning
15-07-2026 17:19:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.865,77.5267,9.18,86.4,0.25,1020.56,99.04,Closed,FALSE,50.93,0.39,Healthy,Warning
15-07-2026 17:19:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.87,77.5167,9.23,85.94,0.25,1005.71,99.03,Closed,FALSE,49.97,0.39,Healthy,Warning
15-07-2026 17:19:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.875,77.5067,9.32,85.51,0.28,1004.07,99.02,Closed,FALSE,50.07,0.41,Healthy,Warning
15-07-2026 17:19:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.88,77.4967,9.28,85.23,0.3,1021.59,99.01,Closed,FALSE,51.55,0.41,Healthy,Warning
15-07-2026 17:20:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.885,77.4867,9.16,85.04,0.28,997.32,99,Closed,FALSE,49.38,0.39,Healthy,Warning
15-07-2026 17:20:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.89,77.4767,9.34,84.54,0.3,1014.35,98.99,Closed,FALSE,51.74,0.41,Healthy,Warning
15-07-2026 17:20:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.895,77.4667,9.35,84.93,0.3,1017.47,98.98,Closed,FALSE,54.78,0.41,Healthy,Warning
15-07-2026 17:20:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.9,77.4567,9.46,85.28,0.28,1006.35,98.97,Closed,FALSE,54.3,0.42,Healthy,Warning
15-07-2026 17:20:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.905,77.4467,9.4,84.97,0.28,1017.45,98.96,Closed,FALSE,53.54,0.41,Healthy,Warning
15-07-2026 17:20:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.91,77.4367,9.52,85.29,0.25,1021.78,98.95,Closed,FALSE,52.69,0.42,Healthy,Warning
15-07-2026 17:20:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.915,77.4267,9.57,85.04,0.26,1007.44,98.94,Closed,FALSE,52.46,0.42,Healthy,Warning
15-07-2026 17:20:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.92,77.4167,9.72,85.44,0.26,998.2,98.93,Closed,FALSE,53.55,0.44,Healthy,Warning
15-07-2026 17:20:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.925,77.4067,9.6,85.72,0.24,996.37,98.92,Closed,FALSE,49.61,0.42,Healthy,Warning
15-07-2026 17:20:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.93,77.3967,9.49,85.3,0.22,995.48,98.91,Closed,FALSE,50.3,0.41,Healthy,Warning
15-07-2026 17:20:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.935,77.3867,9.64,85.74,0.21,1023.66,98.9,Closed,FALSE,53.98,0.42,Healthy,Warning
15-07-2026 17:20:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.94,77.3767,9.63,85.37,0.21,1020.52,98.89,Closed,FALSE,50.5,0.42,Healthy,Warning
15-07-2026 17:21:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.945,77.3667,9.77,85.76,0.2,1002.85,98.88,Closed,FALSE,52.06,0.43,Healthy,Warning
15-07-2026 17:21:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.95,77.3567,9.72,86.3,0.22,1016.09,98.87,Closed,FALSE,52.71,0.43,Healthy,Warning
15-07-2026 17:21:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.955,77.3467,9.85,86.78,0.24,1008.97,98.86,Closed,FALSE,50.65,0.44,Healthy,Warning
15-07-2026 17:21:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.96,77.3367,9.94,86.63,0.25,1011.55,98.85,Closed,FALSE,52.17,0.45,Healthy,Warning
15-07-2026 17:21:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.965,77.3267,10,86.06,0.26,1010.3,98.84,Closed,FALSE,52.92,0.45,Healthy,Warning
15-07-2026 17:21:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.97,77.3167,10,86.12,0.26,1002.06,98.83,Closed,FALSE,51.98,0.45,Healthy,Warning
15-07-2026 17:21:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.975,77.3067,10,86.19,0.27,1013.42,98.82,Closed,FALSE,53.53,0.46,Healthy,Warning
15-07-2026 17:21:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.98,77.2967,9.96,86.49,0.27,997.45,98.81,Closed,FALSE,53.34,0.45,Healthy,Warning
15-07-2026 17:21:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.985,77.2867,9.89,86.24,0.29,999.78,98.8,Closed,FALSE,53,0.45,Healthy,Warning
15-07-2026 17:21:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.99,77.2767,9.97,86.05,0.28,1016.53,98.79,Closed,FALSE,51.74,0.46,Healthy,Warning
15-07-2026 17:21:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,17.995,77.2667,9.9,86.43,0.27,1011.88,98.78,Closed,FALSE,52.72,0.45,Healthy,Warning
15-07-2026 17:21:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,18,77.2567,9.75,86.2,0.24,1024.52,98.77,Closed,FALSE,49.64,0.43,Healthy,Warning
15-07-2026 17:22:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.005,77.2467,9.74,85.6,0.23,1010.46,98.76,Closed,FALSE,52.31,0.43,Healthy,Warning
15-07-2026 17:22:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.01,77.2367,9.81,85.69,0.24,1006.06,98.75,Closed,FALSE,51.56,0.44,Healthy,Warning
15-07-2026 17:22:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.015,77.2267,9.91,85.61,0.27,1016.66,98.74,Closed,FALSE,54.94,0.45,Healthy,Warning
15-07-2026 17:22:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.02,77.2167,10,86.2,0.25,1012.34,98.73,Closed,FALSE,51.59,0.45,Healthy,Warning
15-07-2026 17:22:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.025,77.2067,10,86.4,0.22,1022.53,98.72,Closed,FALSE,49.65,0.45,Healthy,Warning
15-07-2026 17:22:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.03,77.1967,9.91,87,0.19,995.56,98.71,Closed,FALSE,49.67,0.43,Healthy,Warning
15-07-2026 17:22:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.035,77.1867,9.83,86.55,0.17,1014.2,98.7,Closed,FALSE,53.6,0.43,Healthy,Warning
15-07-2026 17:22:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.04,77.1767,9.77,86.02,0.16,1014.8,98.69,Closed,FALSE,53.8,0.42,Healthy,Warning
15-07-2026 17:22:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.045,77.1667,9.77,86.34,0.16,996.99,98.68,Closed,FALSE,51.56,0.42,Healthy,Warning
15-07-2026 17:22:47,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.05,77.1567,9.69,86.92,0.17,1003.57,98.67,Closed,FALSE,52.64,0.41,Healthy,Warning
15-07-2026 17:22:52,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.055,77.1467,9.78,86.57,0.15,1022.85,98.66,Closed,FALSE,50.21,0.42,Healthy,Warning
15-07-2026 17:22:57,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.06,77.1367,9.88,86.92,0.16,1025,98.65,Closed,FALSE,52.94,0.43,Healthy,Warning
15-07-2026 17:23:02,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.065,77.1267,9.96,86.68,0.17,1001.8,98.64,Closed,FALSE,52.8,0.44,Healthy,Warning
15-07-2026 17:23:07,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.07,77.1167,9.85,86.73,0.17,997.03,98.63,Closed,FALSE,52.26,0.43,Healthy,Warning
15-07-2026 17:23:12,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.075,77.1067,10,86.79,0.19,1005.67,98.62,Closed,FALSE,53.16,0.44,Healthy,Warning
15-07-2026 17:23:17,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.08,77.0967,10,86.38,0.16,1006.07,98.61,Closed,FALSE,49.26,0.44,Healthy,Warning
15-07-2026 17:23:22,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.085,77.0867,10,86.44,0.19,1006.14,98.6,Closed,FALSE,50.15,0.44,Healthy,Warning
15-07-2026 17:23:27,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.09,77.0767,9.89,86.98,0.21,1009.7,98.59,Closed,FALSE,52.79,0.43,Healthy,Warning
15-07-2026 17:23:32,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.095,77.0667,9.87,86.98,0.24,1023.94,98.58,Closed,FALSE,54.93,0.44,Healthy,Warning
15-07-2026 17:23:37,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.1,77.0567,10,87.21,0.22,1008.46,98.57,Closed,FALSE,49.93,0.44,Healthy,Warning
15-07-2026 17:23:42,CNT001,SHP1001,Oranges,Vizag,Mumbai,18.105,77.0467,9.89,87.67,0.24,1003.52,98.56,Closed,FALSE,52.04,0.44,Healthy,Warning
